codigo_proveedor,nombre_proveedor,telefono,estado
552,Freddy Eiler,+267 (552) 695-9603,true
553,Thayne Kinglake,+507 (861) 722-9032,true
554,Irwin Howerd,+62 (503) 420-2311,false
555,Putnam Bail,+380 (143) 958-0830,false
556,Hobie Manueli,+62 (372) 937-8229,false
557,Amalea Scammonden,+7 (284) 590-8459,true
558,Cchaddie Styche,+46 (418) 606-8165,true
559,Valencia Brosel,+86 (717) 595-9277,true
560,Stanford Diego,+62 (654) 124-0479,true
561,Cathie Padberry,+66 (985) 212-3461,false
562,Eli Angelo,+212 (302) 994-4813,false
563,Audrie Wynett,+51 (559) 293-9441,false
564,Betty Gouldthorpe,+33 (809) 850-7278,false
565,Faye Benian,+55 (262) 232-4577,true
566,Floyd Carnduff,+62 (782) 816-6997,true
567,Stacy Brennans,+51 (186) 847-5793,true
568,Darcey Pittock,+7 (290) 183-2388,false
569,Barrett Worcs,+46 (938) 593-2981,false
570,Tobie Lindeberg,+66 (945) 827-2568,false
571,Dudley Ciotti,+7 (353) 581-5972,false
572,Gerhard Cruddas,+7 (168) 156-5900,false
573,Howie Lecointe,+680 (643) 371-7457,true
574,Erinn de Aguirre,+62 (301) 995-6292,true
575,Joseito Kulic,+7 (297) 101-8663,false
576,Terencio Claus,+55 (792) 529-1387,false
577,Immanuel Le Barr,+48 (224) 104-2592,true
578,Tait O'Regan,+371 (486) 990-9762,false
579,Arabelle McDonough,+385 (820) 908-5968,false
580,Lusa Worge,+231 (693) 507-6585,false
581,Thalia Crayke,+48 (411) 214-5288,false
582,Jameson Guiot,+95 (109) 953-6860,false
583,Raquel Abdon,+7 (410) 382-5132,false
584,Donn Bradford,+92 (610) 747-3690,true
585,Romain Crace,+970 (157) 715-9286,false
586,Ruthe Jina,+53 (391) 880-0105,true
587,Nevile Sheehan,+63 (277) 369-8083,true
588,Katleen Streeton,+52 (477) 747-5978,true
589,Lucian McGregor,+86 (653) 363-1265,true
590,Walton Tinklin,+66 (567) 468-8885,false
591,Madelon Heyns,+7 (886) 838-2044,true
592,Pen Rolfini,+53 (637) 974-5778,true
593,Denyse Bengtson,+503 (535) 575-1218,true
594,Berty Yokley,+64 (993) 337-0020,true
595,Dynah Compfort,+33 (568) 641-7596,true
596,Eugenie Dorricott,+51 (384) 269-0261,true
597,Chuck Bonavia,+48 (584) 556-9346,true
598,Clive Penquet,+52 (989) 612-2644,true
599,Wilow Matousek,+86 (596) 155-0919,false
600,Lily Thorneloe,+351 (791) 893-5175,true
601,Aprilette Allgood,+86 (408) 387-2438,false
602,Goddard Lightfoot,+63 (977) 190-8718,true
603,Cyndi Bazell,+86 (864) 568-1505,false
604,Phaedra Larvent,+98 (252) 713-8241,false
605,Delinda Matzeitis,+7 (786) 692-3945,true
606,Betteann Matanin,+84 (653) 809-2087,false
607,Thelma Wittman,+52 (824) 855-8315,true
608,Angelique Mitkin,+234 (427) 376-1443,true
609,Nicol Barbara,+235 (874) 117-8278,true
610,Aura Leyborne,+353 (133) 592-7955,false
611,Niccolo Klulik,+62 (682) 220-1334,false
612,Sherwynd Fulbrook,+86 (652) 711-8491,false
613,Allys Piken,+46 (725) 364-1930,false
614,Konstantin Dunican,+46 (744) 586-2986,true
615,Merwyn Stivani,+7 (221) 274-1078,true
616,Pren Callery,+62 (491) 242-6874,true
617,Jilly Redfern,+31 (953) 957-1050,false
618,Wayland Matej,+86 (659) 936-5861,false
619,Emily Prandini,+261 (980) 607-2011,true
620,Helenka Whitnell,+48 (377) 264-7893,false
621,Herculie Bockett,+62 (661) 115-7236,true
622,Tabbitha Kiggel,+33 (110) 635-5289,false
623,Karita Strong,+62 (986) 251-2389,false
624,Tonya Tudbald,+1 (407) 502-4615,true
625,Ignacio Papaccio,+62 (406) 751-5209,false
626,Jecho Durnan,+86 (739) 147-4586,false
627,Adel Binner,+86 (203) 583-1198,false
628,Ulric McCerery,+998 (113) 634-3192,true
629,Maye Phillipp,+351 (591) 287-3403,true
630,Alphard Hindshaw,+63 (405) 391-1211,true
631,Matthiew Pioli,+86 (235) 838-8218,true
632,Matthias Matzkaitis,+375 (952) 606-8350,true
633,Caye Monketon,+31 (634) 781-4791,true
634,Merrili Ugolotti,+62 (667) 461-9459,false
635,Lucky Reims,+63 (775) 531-4867,false
636,Jessee Longbone,+7 (553) 261-5071,false
637,Blayne Patterfield,+385 (713) 665-0443,false
638,Winfield Adicot,+93 (427) 168-7122,true
639,Tallulah Paiton,+86 (421) 730-2127,true
640,Nedi Flobert,+33 (466) 496-8857,true
641,Heath Josland,+62 (160) 210-5862,false
642,Olivie Libbey,+98 (477) 815-5596,false
643,Esteban See,+7 (921) 313-9453,true
644,Burnaby Rarity,+351 (800) 669-9940,true
645,Melisent Petriello,+30 (326) 789-3817,false
646,Mildrid Burnage,+62 (881) 208-3994,false
647,Quinton Mullinger,+86 (535) 753-2171,true
648,Valera Roulston,+380 (610) 163-3023,true
649,Letisha Chawkley,+86 (434) 779-4770,false
650,Kelley Yarnell,+86 (613) 756-4848,false
651,Bliss Oldknow,+54 (519) 931-5286,false
652,Osbourn Pawellek,+967 (789) 422-4788,true
653,Bella Hatherley,+86 (618) 867-4798,true
654,Lana Sowrah,+62 (712) 580-3642,false
655,Kat MacKeague,+48 (692) 431-7130,true
656,Archy Ferroli,+48 (413) 735-1427,true
657,Aliza Ricart,+256 (223) 664-8495,false
658,Gaile Prigmore,+44 (584) 208-7127,false
659,Sibylle Treuge,+504 (679) 806-2920,false
660,Bordy Wilde,+33 (385) 274-0863,true
661,Garnet Beazey,+48 (395) 459-4017,false
662,Carma Teall,+55 (870) 309-2759,true
663,Garfield Constanza,+1 (396) 332-9176,true
664,Fax Rapp,+967 (363) 528-6943,true
665,Laurens Sweetman,+251 (842) 174-4923,true
666,Austine Pryor,+353 (661) 411-9298,true
667,Willi Fellona,+49 (418) 849-1341,true
668,Jeanie Fontanet,+46 (146) 478-6232,true
669,Kristoforo Babidge,+46 (791) 624-2125,false
670,Sigismond Spring,+86 (312) 740-9185,false
671,Etty Buckie,+36 (969) 644-0404,true
672,Blanch Ablitt,+30 (335) 891-8725,false
673,Sarette Gieves,+86 (854) 739-1724,false
674,Linoel Gisbourn,+86 (819) 322-8738,false
675,Marylin Riccardini,+86 (599) 863-7629,false
676,Aymer Willock,+46 (107) 251-4434,false
677,Dasie Gleeton,+55 (134) 481-9464,false
678,Koressa Semple,+1 (770) 286-9500,false
679,Modesty Nan Carrow,+33 (357) 951-8332,true
680,Mathe Brambill,+46 (190) 113-3978,false
681,Chelsie Snarie,+57 (884) 534-6697,true
682,Hewet Geydon,+86 (903) 976-5340,false
683,Paule Castaneda,+60 (755) 959-8203,true
684,Ian Darrington,+86 (764) 398-0179,false
685,Ulric Vuitte,+7 (600) 407-4442,true
686,Sindee Pateman,+856 (686) 749-8214,true
687,Alick Wrathmell,+351 (337) 761-8110,false
688,Othilia Canet,+98 (850) 643-8900,false
689,Patrice De Carlo,+234 (815) 141-6980,false
690,Terrie Mocher,+62 (430) 308-1619,true
691,Matthieu Vero,+55 (215) 487-0762,false
692,Antoinette Dunnaway,+62 (583) 898-1227,true
693,Fidelia Cragg,+86 (322) 976-7694,true
694,Red Kear,+380 (709) 230-8084,true
695,Kin Doumer,+55 (903) 192-4163,true
696,Terence Dundredge,+7 (174) 272-8902,true
697,Sheba Keeping,+967 (349) 877-0193,false
698,Rem Ludmann,+41 (182) 996-3290,false
699,Danny Benn,+237 (952) 751-6665,false
700,Annecorinne Sterzaker,+351 (575) 736-3103,false
701,Kipp Peaurt,+420 (162) 675-2244,false
702,Kyle Onthank,+46 (961) 172-2106,false
703,Marlyn Graysmark,+86 (375) 795-6902,true
704,Scottie Baise,+84 (373) 733-1149,false
705,Denis Delafoy,+62 (557) 832-7223,false
706,Stefa Langrick,+46 (192) 403-8929,false
707,Harley Emson,+48 (758) 558-1875,true
708,Anna-diane Di Ruggero,+63 (675) 922-0618,false
709,Bella Kelleher,+63 (505) 740-4246,true
710,Daryl Keynd,+62 (800) 526-1253,true
711,Lura Fuggles,+63 (792) 471-8009,true
712,Ossie Brandino,+355 (411) 950-0466,false
713,Electra Domenget,+351 (901) 613-8241,true
714,Rina Tennock,+7 (293) 535-2670,true
715,Christie Boldt,+353 (623) 659-5890,false
716,Stavros Rayment,+261 (912) 804-0983,true
717,Teodoor Caneo,+48 (367) 701-3215,true
718,Mandie Roswarn,+86 (219) 152-8166,true
719,Archambault MacCauley,+380 (864) 561-4517,true
720,Shanta Izchaki,+81 (107) 232-3053,true
721,Vick Weinham,+880 (300) 152-8737,true
722,Denys Colls,+1 (540) 961-2430,false
723,Allene Duferie,+55 (761) 825-8559,true
724,Bliss Downey,+86 (352) 261-1645,false
725,Giff Bigglestone,+63 (493) 239-6142,false
726,Marjy Maps,+62 (149) 406-9955,false
727,Wood Lorenzini,+358 (977) 406-4800,false
728,Artemus Wyeth,+48 (858) 289-3884,true
729,Elwyn Origan,+62 (708) 429-1695,true
730,Julita Fries,+359 (520) 203-9647,true
731,Blair Grigolli,+593 (477) 856-6120,false
732,Alphonse Swynfen,+7 (805) 437-2683,false
733,Lizbeth Willavize,+7 (309) 540-2565,false
734,Corey Ranklin,+62 (322) 804-8994,false
735,Baily Samuels,+81 (924) 866-2648,false
736,Nedi Fawdry,+1 (214) 393-5220,true
737,Lind Porritt,+86 (830) 197-8223,true
738,Beatrix Eckford,+234 (530) 836-7844,false
739,Bevvy Castells,+63 (543) 695-6992,true
740,Jarrad Rawsthorn,+86 (397) 215-9255,false
741,Rafe Olivetta,+387 (707) 580-0032,true
742,Dame Beaton,+48 (108) 250-8145,true
743,Gilbert Fryers,+375 (975) 177-6619,true
744,Bren Aberdalgy,+62 (190) 266-4104,false
745,Lucienne Creek,+46 (409) 464-4061,true
746,Gerrard Rizzelli,+375 (285) 528-5559,true
747,Rutledge Cocklie,+504 (301) 612-9649,false
748,Darelle Ollerhead,+48 (453) 152-4906,true
749,Casie Lightbourne,+54 (263) 206-4478,true
750,Jodee Hovard,+55 (314) 442-6857,true
751,Nixie Meekins,+86 (628) 982-7088,true
752,Crystie Paeckmeyer,+54 (200) 681-4749,false
753,Berky Dowrey,+62 (570) 335-3857,false
754,Garald Cushe,+1 (399) 871-9291,false
755,Antonino Regnard,+86 (716) 934-2446,true
756,Sterne De Cruz,+81 (464) 121-2398,true
757,Sherilyn Heintzsch,+66 (231) 162-5802,true
758,Breanne Gonneau,+86 (890) 878-8115,true
759,Sydel Scudder,+30 (458) 898-4482,true
760,Adelheid Jakoubec,+86 (664) 764-6921,true
761,Larina Reynold,+359 (607) 374-6791,true
762,Sibley Oleszczak,+1 (330) 456-1670,false
763,Mehetabel Wrout,+84 (789) 806-1213,false
764,Lanie Shaves,+86 (447) 944-6550,false
765,Lock Humphris,+30 (416) 410-6021,false
766,Rik Aldiss,+234 (234) 650-3415,false
767,Corny Skakunas,+46 (688) 785-7535,false
768,Dolph Barkess,+57 (192) 539-8593,false
769,Katrina Clash,+351 (400) 569-4639,true
770,Madelle Sexten,+961 (178) 305-5873,false
771,Dahlia Debrett,+86 (757) 184-7782,false
772,Arlen Benettolo,+357 (967) 945-3252,true
773,Tildie Harold,+48 (467) 818-3331,true
774,Bud Pogg,+691 (471) 838-7794,false
775,Mano Coltart,+7 (131) 474-0615,true
776,Madelina Seary,+46 (371) 395-3205,true
777,Wolfgang Janousek,+86 (806) 512-5851,true
778,Alina Aldus,+7 (220) 540-9487,true
779,Darby Gair,+86 (190) 878-4280,true
780,Amitie McGeoch,+62 (206) 703-9185,true
781,Arel Manuelli,+86 (698) 434-3485,true
782,Jany Chatelot,+46 (321) 239-9549,true
783,Arliene Rentoll,+262 (720) 541-8061,false
784,Kipper Potter,+224 (413) 548-0435,false
785,Dall Buddles,+1 (567) 394-4537,false
786,Hildegarde Zorzetti,+7 (683) 473-8455,false
787,Damian Roddan,+970 (780) 936-1895,true
788,Abbe Tippings,+86 (175) 549-0046,true
789,Chrissie Goodlatt,+81 (522) 542-4297,true
790,Hetti Meechan,+963 (721) 418-0187,false
791,Bertrand Trask,+62 (723) 684-2478,false
792,Phillis Mourbey,+251 (265) 545-2015,true
793,Susanne Memory,+7 (165) 827-0270,true
794,Isobel Beagrie,+86 (504) 527-0611,true
795,Donica Firidolfi,+62 (685) 615-7951,true
796,Reed Dicke,+86 (708) 158-0113,false
797,Amberly Levinge,+420 (895) 828-4450,false
798,Zaccaria Branscomb,+62 (443) 968-6691,true
799,Mahala Esposi,+62 (965) 853-6450,true
800,Ines Shermore,+351 (684) 992-9969,true
801,Tasia Trobridge,+420 (192) 353-9285,true
802,Saunderson Bulford,+234 (223) 502-0441,true
803,Huberto Cauderlie,+58 (424) 718-5211,true
804,Christabella Domerq,+359 (378) 921-2317,false
805,Jonas Schimaschke,+62 (815) 369-1581,false
806,Wyatt Horsell,+359 (480) 899-0582,false
807,Charley Whates,+7 (799) 828-9119,false
808,Kliment Welford,+60 (711) 422-9053,false
809,Nollie MacInnes,+7 (313) 739-1068,true
810,Iago Dudman,+230 (565) 881-1819,true
811,Zelma Costan,+54 (766) 738-3942,false
812,Kent Bonhill,+86 (744) 413-9073,false
813,Jobie Muffin,+86 (529) 848-0992,true
814,Hillie Spowart,+7 (117) 729-1075,false
815,Nessa Dunsmuir,+86 (109) 688-4114,true
816,Gale Farlamb,+55 (444) 968-4116,false
817,Golda Orgill,+48 (216) 871-8442,true
818,Hadlee Dome,+86 (103) 366-6495,true
819,Isobel Shuttle,+1 (168) 297-8413,false
820,Peder Longridge,+86 (624) 835-8453,true
821,Ermanno Oliveras,+62 (506) 543-0224,false
822,Burk Truggian,+51 (127) 813-9134,false
823,Thornton Giovannoni,+63 (933) 250-4549,false
824,Carine Christoffe,+46 (536) 965-8989,false
825,Marcelia Fayers,+55 (428) 320-5616,true
826,Luci Papa,+62 (875) 279-4993,true
827,Marmaduke Wheeler,+62 (388) 216-5724,true
828,Fields Sheddan,+86 (754) 265-4892,true
829,Kienan Newcomb,+62 (195) 456-1119,false
830,Phedra Ellings,+86 (939) 553-7558,true
831,Kata Hicken,+387 (833) 452-6561,true
832,Beret Bedham,+98 (249) 849-2448,true
833,Brose Denning,+1 (442) 717-2026,true
834,Tilly Veivers,+1 (480) 677-9961,true
835,Lowe Kalisch,+86 (879) 370-7306,false
836,Gabi Belson,+33 (238) 496-5951,true
837,Igor Andrey,+48 (404) 267-9824,true
838,Fabio Barz,+55 (643) 372-3838,true
839,Gram Veall,+62 (462) 778-7436,false
840,Elizabeth Gonnin,+86 (507) 282-0122,true
841,Fawnia Harefoot,+351 (481) 538-7571,true
842,Beryle Chaddock,+7 (486) 706-9392,false
843,Nikki Cockram,+7 (809) 614-4652,false
844,Maureene Plet,+372 (561) 158-3384,true
845,Donall Rainey,+351 (235) 338-0794,false
846,Neil Asel,+249 (203) 445-8195,true
847,Sibeal Doel,+86 (152) 451-8125,false
848,Armand Normavell,+358 (280) 190-1160,true
849,Phaedra Clarey,+48 (662) 627-7147,true
850,Katrine Klaves,+382 (136) 832-4436,true
851,Marcelline Brunesco,+995 (587) 768-2198,true
852,Jsandye Paulson,+86 (317) 964-5334,false
853,Stavros Greser,+62 (865) 508-3341,true
854,Conway Gillyett,+62 (697) 106-6717,false
855,Nanette Thick,+420 (899) 927-9382,true
856,Wenonah Calafato,+7 (891) 581-3407,true
857,Brendon Oherlihy,+351 (524) 126-9545,true
858,Ches Pickup,+48 (312) 420-1150,true
859,Perl Zollner,+62 (270) 706-2838,true
860,Esmaria Wingate,+7 (461) 464-6126,false
861,Daryn Segges,+86 (802) 392-4253,false
862,Casandra Trinbey,+86 (131) 886-8551,false
863,Benoite O'Carran,+64 (388) 779-8006,false
864,Lauree Assaf,+66 (392) 705-3628,false
865,Carlotta Ciciotti,+48 (634) 980-3080,false
866,Tobin Cranson,+420 (965) 432-4446,false
867,Sully Dudleston,+81 (642) 969-6764,false
868,Dannel Wadmore,+86 (246) 323-9160,true
869,Ole Levane,+33 (434) 587-8326,false
870,Roldan Loving,+48 (329) 891-3536,false
871,Sophronia Ballingal,+86 (861) 425-9630,false
872,Annis Casina,+86 (687) 756-4829,true
873,Sydney Swaine,+62 (925) 158-2714,false
874,Sanson Kinsett,+63 (690) 229-2265,true
875,Marita Maple,+86 (871) 114-3425,false
876,Ansley Casale,+63 (314) 437-1641,true
877,Louella Sowten,+375 (975) 815-8538,false
878,Ari Cicculini,+254 (272) 273-6808,true
879,Lenka Jankin,+62 (415) 632-3560,false
880,Ber Bergeon,+86 (351) 290-3474,true
881,Elyn Manuele,+62 (334) 792-2601,true
882,Peder Coucher,+62 (254) 860-9654,false
883,Jodi Asser,+1 (733) 681-1136,true
884,Sena Bowering,+86 (458) 962-6323,false
885,Lurline Wanjek,+57 (182) 406-7421,true
886,Charita Bailey,+86 (585) 507-2224,false
887,Lennard Goodlife,+63 (274) 998-2969,true
888,Donny Banyard,+420 (632) 286-7132,false
889,Ronny Huffadine,+86 (792) 173-9530,true
890,Agosto Virgin,+86 (542) 168-4761,true
891,Devin Aingel,+51 (386) 594-4219,true
892,Mattie Danzig,+55 (734) 349-3847,true
893,Ursa Slidders,+420 (771) 358-7780,false
894,Pembroke O'Glassane,+52 (220) 652-6665,true
895,Grantham Thor,+976 (191) 949-3731,false
896,Leonora Pherps,+63 (924) 413-4756,true
897,Audrey Paviour,+86 (148) 384-6622,true
898,Chev Geeritz,+62 (691) 843-4067,false
899,Brunhilda Brecher,+62 (493) 426-8946,true
900,Burt Franciotti,+502 (822) 964-7592,false
901,Alisander Geratasch,+420 (677) 330-2617,true
902,Madelaine Emmerson,+62 (907) 550-4307,true
903,Katerina Crosson,+220 (341) 320-7473,true
904,Demeter Gahagan,+7 (128) 297-8541,false
905,Nealon Blankett,+380 (107) 152-4450,true
906,Quint Markwell,+86 (470) 457-7201,false
907,Cletis Devenport,+963 (742) 984-0535,true
908,Lorilyn Woolmington,+55 (702) 247-0878,true
909,Gale Lunck,+509 (946) 725-9242,false
910,Hannie Scotchbrook,+86 (107) 933-9321,true
911,Sophie Roycroft,+46 (720) 774-6401,false
912,Tootsie Ranyard,+1 (828) 348-7977,true
913,Guillaume Kerne,+1 (480) 495-8823,false
914,Jourdain Chalcraft,+86 (762) 964-7486,false
915,Dania Mapplethorpe,+970 (243) 549-3832,true
916,Lavinie Swain,+62 (642) 666-0182,false
917,Robenia Rowlings,+86 (460) 704-9638,false
918,Muhammad Grinyer,+86 (805) 844-2659,true
919,Charlene Warre,+33 (356) 200-1884,false
920,Jamaal Coyish,+81 (631) 398-5043,false
921,Fonz Preece,+691 (367) 167-5474,false
922,Yank Viant,+7 (275) 180-6299,true
923,Emeline Martellini,+7 (755) 315-4346,true
924,Gabe Bartalini,+358 (771) 310-1528,true
925,Davida Alesio,+7 (125) 241-0895,false
926,Karon Lemme,+212 (306) 362-6105,false
927,Lyndy Malter,+27 (481) 127-9724,true
928,Darryl Pattenden,+86 (713) 588-1208,false
929,Zacherie Loade,+351 (805) 315-1879,false
930,Rudiger Everett,+62 (634) 906-4887,true
931,Raf Younge,+86 (584) 129-9389,false
932,Dorolice Aldwick,+86 (651) 366-1848,true
933,Wendie Bearblock,+54 (633) 524-7263,true
934,Vanya Barrowcliffe,+504 (834) 835-9741,true
935,Willetta Rodmell,+58 (802) 217-1501,false
936,Reinold Treker,+48 (262) 842-2309,false
937,Thane Osman,+48 (607) 699-6416,false
938,Glory Britch,+86 (161) 392-2410,false
939,Frans Hovard,+86 (559) 694-8978,true
940,Dillie Veare,+57 (708) 594-3835,false
941,Lisle Lagne,+84 (704) 703-9421,true
942,Ivory Sooper,+7 (786) 804-9746,true
943,Orelee Bovaird,+86 (194) 646-3178,false
944,Aleen Clemon,+86 (380) 851-0320,true
945,Cletis Veighey,+51 (152) 912-1046,true
946,Haven Androlli,+62 (658) 393-9149,true
947,Abbye Guilliland,+86 (261) 299-5115,true
948,Marlene Sieb,+269 (728) 673-1559,true
949,Alessandro Orteau,+86 (437) 397-3841,true
950,Ninnette Curnokk,+7 (130) 889-5467,false
951,Delora Canto,+86 (708) 307-9157,false
952,Raye Giacomazzo,+967 (116) 850-0241,true
953,Marika Segebrecht,+33 (340) 490-1486,false
954,Cassondra Ambrogioli,+7 (487) 835-2022,true
955,Boyd Chapman,+7 (578) 637-1088,false
956,Lin Polgreen,+27 (125) 972-5726,true
957,Emlen Shaylor,+62 (345) 771-4791,false
958,Flossi Tetther,+48 (939) 809-9506,false
959,Lorna Heppenspall,+62 (924) 985-7581,true
960,Gerek Talby,+7 (885) 802-7793,true
961,Heda Andrivel,+976 (875) 739-3248,true
962,Scarlet Rabbe,+62 (665) 304-7129,true
963,Bowie Staddom,+86 (844) 878-5889,false
964,Rickert Chaize,+1 (439) 859-4705,true
965,Donnamarie Pfeffel,+62 (873) 326-2075,true
966,Rani Vedyaev,+86 (692) 563-1609,true
967,Kathy Urling,+386 (229) 190-5924,true
968,Gunner Ibbitt,+7 (546) 158-8798,false
969,Augustus Donaher,+62 (747) 667-2698,true
970,Goldia Dionisi,+56 (371) 286-1949,false
971,Christean Di Biagi,+359 (126) 610-7120,true
972,Josy Buckel,+63 (711) 998-1950,false
973,Tracy Burne,+963 (706) 596-9406,false
974,Elston Stothard,+1 (910) 730-4368,true
975,Clywd Paskell,+94 (291) 334-2638,true
976,June Dall,+62 (590) 598-9574,false
977,Kylila Raven,+7 (578) 833-5564,false
978,Laurence Penniall,+57 (952) 437-1498,false
979,Valle Viollet,+86 (103) 816-2760,false
980,Zora Ballantyne,+86 (975) 813-2000,true
981,Darill Piccop,+60 (558) 552-2717,true
982,Ilysa Lamberts,+55 (604) 921-0172,false
983,Hamlen Christophersen,+63 (122) 784-4844,true
984,Kim Gerriet,+55 (490) 692-0074,true
985,Bridgette Wallbutton,+57 (871) 944-5321,true
986,Agnes Jaquest,+58 (680) 580-9565,false
987,Buddy Hankinson,+355 (150) 944-4218,false
988,Chilton Tapsell,+62 (874) 805-1036,false
989,Kylie Strick,+7 (840) 613-0709,false
990,Dane Godbald,+380 (441) 507-0901,true
991,Jeramie Lloyd-Williams,+386 (920) 765-7279,false
992,Herminia Tudor,+1 (754) 386-9415,false
993,Suzie Swindles,+63 (981) 245-8076,true
994,Vilma Dodell,+63 (790) 186-5611,false
995,Dalli Leyband,+967 (699) 259-3354,true
996,Isobel Ravilus,+33 (968) 672-4802,false
997,Marjie Anfusso,+86 (394) 965-7261,true
998,Cleve Hlavac,+1 (814) 486-3351,true
999,Gerhardine Janicek,+86 (360) 368-6010,true
1000,Mag d' Eye,+256 (263) 229-4678,false
